ID;COD; NUM_LAB; ESTACAO;Ag;Al;As;Au;B;Ba;Be;Bi;Ca;Cd;Ce;Co;Cr;Cs;Cu;Fe;Ga;Ge;Hf;Hg;In;K;La;Li;Lu;Mg;Mn;Mo;Na;Nb;Ni;P;Pb;Rb;Re;S;Sb;Sc;Se;Sn;Sr;Ta;Tb;Te;Th;Ti;Tl;U;V;W;Y;Yb;Zn;Zr
52;SMP;IBV293;RB-0042;0,005;2,1;6;0,05;5;56;0,9;0,09;0,02;0,03;57,26;3,7;17;1,22;5,9;2,05;12,8;0,05;0,21;0,09;0,07;0,08;37,2;5;0,24;0,07;161;1,2;0,005;8,04;7,3;260;20;15,6;0,05;0,04;0,11;2,4;0,5;3,8;3,4;0,025;0,61;0,025;13,2;0,07;0,21;1,96;15;0,2;13,88;1,7;68;4,8
53;SMP;IBV294;RB-0043;0,02;1,25;1;0,05;5;105;0,5;0,05;0,12;0,05;30,05;7,5;58;0,45;10,6;1,81;5;0,05;0,11;0,05;0,01;0,09;17,2;4;0,06;0,15;372;1,5;0,005;2,94;25,6;240;7,8;6,1;0,05;0,01;0,06;3;0,5;0,7;16,2;0,025;0,2;0,025;4,8;0,27;0,09;0,56;21;0,2;3,79;0,4;49;4,4
54;SMP;IBV295;RB-0044;0,005;1,9;1;0,05;5;105;0,7;0,06;0,03;0,02;69,85;4,7;47;0,93;7;2,2;10,4;0,05;0,24;0,06;0,06;0,14;43,8;4;0,18;0,1;343;0,96;0,005;4,62;11,4;212;13,9;12,2;0,05;0,005;0,13;4;0,5;2,7;6,2;0,025;0,58;0,025;13,6;0,1;0,12;1,6;23;0,2;10,04;1,2;50;5,5
55;SMP;IBV296;RB-0062;0,02;3,38;0,5;0,05;5;175;0,9;0,12;0,4;0,04;44,12;37,9;102;0,7;33,5;5,05;10,5;0,1;0,14;0,02;0,03;0,11;25,7;8;0,2;0,61;636;0,73;0,02;1,1;60,8;320;10,1;10,8;0,05;0,03;0,06;7,9;0,5;1;23,9;0,025;0,55;0,025;5,1;0,15;0,1;0,77;100;0,05;13,38;1,3;56;3,9
56;SMP;IBV297;RB-0071;0,02;2,59;0,5;0,05;5;183;1,8;0,15;0,37;0,05;48,55;23,5;81;1,26;28,8;3,32;9,1;0,1;0,12;0,02;0,03;0,17;29,9;11;0,2;0,7;527;0,76;0,02;0,77;49,5;323;13,4;23,4;0,05;0,04;0,06;7,3;0,5;1,2;26,3;0,025;0,56;0,025;7,6;0,13;0,2;2,25;66;0,2;13,18;1,4;65;2,4
57;SMP;IBV298;RB-0072;0,01;2,6;0,5;0,05;5;178;1,4;0,12;0,54;0,09;64,08;18,2;121;1,96;29,4;3,93;11,1;0,1;0,15;0,05;0,05;0,21;31,4;11;0,26;0,58;957;1,5;0,02;5,06;46,3;1098;17;28,5;0,05;0,05;0,15;6,7;0,5;2,8;49,2;0,025;0,69;0,025;9,7;0,19;0,21;1,38;60;0,8;18,17;1,9;99;4,8
58;SMP;IBV299;RB-0073;0,02;1,75;1;0,05;5;136;1,6;0,19;0,13;0,04;143,33;16,7;51;4,1;30,5;5,01;8,8;0,3;0,1;0,005;0,02;0,51;78,4;25;0,18;0,51;761;0,79;0,01;0,59;30,2;403;12,6;37,3;0,05;0,05;0,06;5,3;0,5;1,1;11,6;0,025;1,53;0,025;24,5;0,12;0,21;3,04;66;0,2;21,36;1,3;72;1,9
59;SMP;IBV300;RB-0078;0,05;1,58;2;0,05;5;125;1,3;0,24;0,05;0,06;81,83;15,4;31;1,5;37,5;4,4;9,2;0,05;0,1;0,04;0,03;0,29;23,4;11;0,19;0,17;1229;1;0,01;0,5;20,5;335;118,7;22,9;0,05;0,07;0,14;5,7;0,5;1,3;4;0,025;0,51;0,05;12,8;0,03;0,21;1,74;30;0,3;10,7;1,3;54;2,7
60;SMP;IBV301;RB-0083;0,08;1,11;0,5;0,05;5;118;1;0,2;0,04;0,04;79,83;16,3;27;1,47;32,4;3,78;7,5;0,05;0,09;0,05;0,02;0,23;24,1;11;0,16;0,13;1242;0,92;0,005;0,5;19;329;15,3;18,3;0,05;0,04;0,1;4,9;0,5;0,9;2,9;0,025;0,48;0,025;12,2;0,03;0,19;1,82;26;0,05;9,08;1,1;42;1,8
61;SMP;IBV302;RB-0084;0,03;1,35;0,5;0,05;5;71;0,9;0,12;0,49;0,05;182,77;10;40;2,75;15,6;2,89;7,6;0,3;0,14;0,02;0,02;0,27;97,8;14;0,15;0,65;404;1,02;0,02;1,78;18;378;8,9;33;0,05;0,08;0,05;4,2;0,5;1,3;14,5;0,025;1,59;0,025;33,1;0,11;0,19;3,46;33;0,2;20,04;1,2;50;3,5
62;SMP;IBV303;RB-0088;0,01;1,86;0,5;0,05;5;138;1,2;0,12;0,3;0,03;47,57;21,7;69;1,84;25,8;3,15;7,5;0,05;0,11;0,03;0,02;0,26;26,8;11;0,15;0,6;511;0,67;0,01;0,92;37,6;377;10,2;27,7;0,05;0,05;0,025;5,3;0,5;1;19;0,025;0,51;0,025;8,9;0,11;0,19;1,42;59;0,1;11,47;1,1;58;2,4
63;SMP;IBV305;RB-0093;0,02;1,54;0,5;0,05;5;58;0,8;0,16;0,04;0,04;343,36;6,7;34;3,23;12,5;2,46;9,3;0,5;0,28;0,01;0,02;0,27;182,7;13;0,14;0,22;321;1,08;0,005;2,12;15,1;383;10,1;26,9;0,05;0,01;0,06;4,1;0,5;1;4,2;0,025;2,57;0,07;61,9;0,13;0,19;7,43;28;0,2;24,31;1;45;5,1
64;SMP;IBV306;RB-0096;0,01;1,62;0,5;0,05;5;99;1,1;0,14;0,08;0,04;125,67;10,4;36;4,02;17,4;2,59;7,5;0,2;0,11;0,005;0,01;0,32;68,4;22;0,1;0,35;480;1,13;0,005;1,63;20,4;278;11,5;34,9;0,05;0,02;0,07;4,1;0,5;1,1;6,7;0,025;1,12;0,025;22,5;0,12;0,22;3,03;30;0,05;13,42;0,8;68;2,5
65;SMP;IBV307;RB-0099;0,01;1,98;0,5;0,05;5;128;1;0,28;0,45;0,03;135,43;16,1;61;2,66;23,6;3,74;9,1;0,2;0,27;0,04;0,02;0,38;74,1;15;0,19;0,56;484;1,25;0,03;1,55;31,2;459;13,2;35,2;0,05;0,04;0,07;5,3;0,5;1,2;27,7;0,025;1,25;0,025;22,8;0,17;0,23;3;52;0,2;17,27;1,3;62;5,3
66;SMP;IBV308;RB-0101;0,005;1,8;0,5;0,05;5;114;1,7;0,29;0,12;0,04;79,06;13,3;45;6,22;24,4;3,22;8,2;0,2;0,13;0,03;0,02;0,5;41,8;33;0,12;0,58;551;1,03;0,01;1,77;25,3;382;10,8;49,4;0,05;0,06;0,06;5,2;0,5;1,2;7;0,025;0,69;0,025;15,6;0,13;0,29;2,37;41;0,1;11,18;0,9;64;2,6
67;SMP;IBV309;RB-0105;0,005;1,68;0,5;0,05;5;109;1;0,2;0,11;0,05;54,05;13,7;33;2,89;25,7;2,89;6,6;0,05;0,09;0,05;0,02;0,31;26,5;20;0,13;0,42;595;0,85;0,005;1,79;22,8;283;10,7;29,2;0,05;0,02;0,05;4,2;0,5;0,8;10,4;0,025;0,54;0,07;8,5;0,1;0,18;1,09;33;0,1;9,52;0,9;62;2
68;SMP;IBV310;RB-0106;0,01;1,72;3;0,05;5;84;1,7;0,21;0,07;0,06;44,62;16,6;33;2,55;32,8;3,65;7,6;0,05;0,11;0,03;0,03;0,34;19;17;0,16;0,34;845;0,78;0,005;0,63;28,6;350;13,9;26,4;0,05;0,01;0,12;5,1;0,5;0,8;7;0,025;0,5;0,05;8,3;0,07;0,14;0,93;35;0,05;12,34;1,2;77;2,7
69;SMP;IBV311;RB-0109;0,2;1,54;1;0,05;5;119;1;0,21;0,2;0,05;93,45;15,7;47;2,61;23,8;3,44;7,5;0,1;0,16;0,06;0,02;0,32;49,3;15;0,16;0,41;781;1,42;0,005;1,85;24;453;15;27,8;0,05;0,02;0,16;4,6;0,5;1,2;11,6;0,025;0,9;0,06;18,1;0,13;0,19;2,25;42;0,1;13,95;1,2;61;4
70;SMP;IBV312;RB-0110;0,03;1,16;1;0,05;5;82;1;0,16;0,09;0,03;66,72;11,6;31;2,52;18,2;2,62;5,4;0,05;0,1;0,02;0,01;0,24;34,2;13;0,09;0,3;466;0,99;0,005;1,1;19,1;285;9,5;22,2;0,05;0,04;0,12;3,5;0,5;0,7;6,7;0,025;0,61;0,025;11,8;0,07;0,16;1,45;31;0,05;8,86;0,7;52;2,5
71;SMP;IBV313;RB-0111;0,005;1,27;0,5;0,05;5;81;0,5;0,05;0,15;0,02;34,06;9,6;45;1,44;14,3;1,9;5,3;0,05;0,14;0,03;0,01;0,19;17,6;8;0,07;0,3;361;0,92;0,02;2,27;23,9;173;7,8;25,5;0,05;0,01;0,06;3,2;0,5;0,9;23;0,025;0,26;0,025;6,7;0,12;0,2;1,31;31;0,05;4,91;0,5;37;4,1
72;SMP;IBV314;RB-0112;0,005;1,31;0,5;0,05;5;84;0,7;0,21;0,34;0,02;208,46;10,4;55;2,2;17,2;3,53;7,4;0,3;0,23;0,005;0,02;0,27;112,4;12;0,17;0,37;399;1,28;0,02;2,17;22,7;556;9,9;27,7;0,05;0,01;0,05;3,9;0,5;1,1;30,6;0,025;1,7;0,025;34,7;0,19;0,19;4,27;46;0,1;21,14;1,3;49;6,1
73;SMP;IBV316;RB-0114;0,02;2,13;0,5;0,05;5;191;1,2;0,17;0,07;0,04;80,51;19;47;4,4;26,2;4,14;8,9;0,1;0,08;0,01;0,03;0,62;41,4;26;0,11;0,59;872;1,31;0,01;2,38;30,1;346;14,7;53,8;0,05;0,005;0,1;5,6;0,5;1,3;10,4;0,025;0,75;0,025;13,3;0,19;0,31;1,72;59;0,1;10,27;0,8;74;2,7
74;SMP;IBV317;RB-0119;0,005;1,13;0,5;0,05;5;83;0,9;0,14;0,24;0,04;83,44;9,4;40;2,05;16,7;2,34;6;0,1;0,19;0,03;0,01;0,24;47;12;0,13;0,37;307;0,82;0,01;1,4;20,6;406;12,4;25,7;0,05;0,04;0,06;3,6;0,5;1;19,4;0,025;0,75;0,025;15,1;0,11;0,18;2,03;34;0,05;11,58;0,9;46;3,6
75;SMP;IBV318;RB-0124;0,005;1,65;0,5;0,05;5;135;1;0,14;0,12;0,03;68,03;12,5;40;3,09;17,5;2,65;6,2;0,05;0,08;0,005;0,01;0,35;35,7;17;0,08;0,34;578;1,24;0,01;2,03;23,3;341;8;33,1;0,05;0,05;0,05;4;0,5;0,9;14,3;0,025;0,6;0,025;9,9;0,12;0,19;1,55;35;0,05;9,47;0,6;50;2,2
76;SMP;IBV319;RB-0125;0,005;1,43;0,5;0,05;5;92;0,9;0,15;0,09;0,04;40,98;7,9;36;2,97;15,4;2,4;6,1;0,05;0,55;0,05;0,01;0,24;20,3;17;0,16;0,26;423;0,91;0,005;2,6;16,5;300;8,7;28,2;0,05;0,01;0,06;3,8;0,5;1,2;11,1;0,025;0,44;0,025;12,9;0,15;0,19;1,79;31;0,05;9,09;1,1;65;10,4
77;SMP;IBV320;RB-0128;0,005;1,47;0,5;0,05;5;94;0,8;0,11;0,07;0,03;42,05;8,4;35;3,19;14;2,47;6;0,05;1,17;0,02;0,02;0,32;21,6;23;0,27;0,28;544;1,57;0,02;3,8;19,9;172;10,2;36;0,05;0,04;0,07;3,3;0,5;1,4;9,1;0,025;0,53;0,025;17,1;0,17;0,24;2,53;29;0,2;12,5;1,8;50;20,9
78;SMP;IBV321;RB-0129;0,005;1,42;0,5;0,05;5;96;1,1;0,15;0,18;0,05;71,59;11,7;47;2,27;15,4;2,66;6;0,05;0,11;0,005;0,02;0,22;35,6;14;0,09;0,32;396;1,13;0,02;1,94;23,4;261;11;22,3;0,05;0,02;0,1;3,5;0,5;0,9;13,3;0,025;0,56;0,025;10,7;0,12;0,16;1,49;32;0,05;7,92;0,7;50;3,4
79;SMP;IBV322;RB-0136;0,005;0,98;0,5;0,05;5;71;0,7;0,1;0,04;0,02;32,03;7,3;36;2,18;12;2,26;5;0,05;0,3;0,03;0,01;0,18;14,3;13;0,14;0,19;343;0,95;0,005;2,39;16,2;304;8,3;23,8;0,05;0,03;0,07;3,3;0,5;1,1;5,9;0,025;0,34;0,025;10,5;0,09;0,17;1,35;33;0,1;8,11;1;35;7
80;SMP;IBV323;RB-0137;0,23;1,27;1;0,05;5;102;0,7;0,16;0,39;0,05;35,41;6,9;50;1,94;36,4;2,5;5,6;0,05;0,11;0,27;0,02;0,2;16,2;7;0,08;0,31;268;1,25;0,005;2,97;23,6;831;11,9;20;0,05;0,06;0,12;4,4;0,5;2,5;47,3;0,025;0,33;0,06;6,7;0,16;0,17;1,01;45;0,4;6,07;0,6;53;3,9
81;SMP;IBV324;RB-0139;0,04;1,69;0,5;0,05;5;108;1;0,13;0,18;0,03;87,29;12,9;49;2,97;19,6;2,66;7,4;0,1;0,17;0,04;0,02;0,28;48,8;16;0,15;0,37;577;1,06;0,01;2,45;24,5;358;9,7;33,3;0,05;0,005;0,025;4,4;0,5;1,2;21,7;0,025;0,81;0,025;14,4;0,15;0,23;2,15;36;0,05;12,98;1,1;51;4
82;SMP;IBV325;RB-0141;0,1;0,69;0,5;0,05;5;301;0,4;0,08;6,83;0,12;85,19;31,6;205;0,78;58,8;6,89;6,2;0,2;0,37;0,05;0,05;0,12;46,1;4;0,13;1,32;1120;1,13;0,03;4,3;65,8;8439;19,1;12,7;0,05;0,18;0,19;10;0,5;2,8;898,7;0,025;0,93;0,025;7,2;0,39;0,07;1,03;214;0,4;14,25;0,9;91;14,9
83;SMP;IBV326;RB-0151;0,06;0,88;0,5;0,05;5;92;1;0,21;0,08;0,05;117,12;5,7;28;2,57;13,8;3,05;5;0,2;0,025;0,005;0,01;0,22;64,3;13;0,08;0,12;295;2,39;0,005;4,39;16,2;255;6,9;18,8;0,05;0,02;0,1;2,3;0,5;0,9;6,4;0,025;0,96;0,025;11,4;0,16;0,12;1,59;22;0,1;11,17;0,6;50;2
84;SMP;IBV327;RB-0157;0,005;0,14;0,5;0,05;5;8;0,05;0,03;0,06;0,02;4,92;0,9;14;0,26;3,4;0,72;0,5;0,05;0,07;0,005;0,01;0,02;2,4;0,5;0,005;0,03;82;2,26;0,005;1,13;8,6;25;0,8;2;0,05;0,005;0,09;0,4;0,5;0,15;1,9;0,025;0,04;0,025;0,3;0,01;0,02;0,1;0,5;0,05;0,61;0,05;6;0,8
85;SMP;IBV328;RB-0187;0,005;1,05;2;0,05;5;80;0,6;0,15;0,1;0,03;177,99;9,5;31;1,9;13,4;2,14;5,6;0,3;0,16;0,005;0,01;0,22;97,5;11;0,1;0,19;805;1,14;0,005;1,73;14,9;296;9,4;22,8;0,05;0,005;0,17;2,7;0,5;0,7;11,4;0,025;1,4;0,025;36,2;0,15;0,13;4,62;23;0,05;15,41;0,8;40;4
86;SMP;IBV329;RB-0204;0,005;1,65;2;0,05;5;81;0,8;0,28;0,11;0,03;510,17;9,4;78;2,29;15;2,77;11,8;0,7;0,28;0,01;0,02;0,16;274,4;10;0,14;0,2;713;1,48;0,005;1,73;24,2;573;15,9;22,4;0,05;0,005;0,08;4,4;1;1,1;11,8;0,025;3,29;0,025;124,7;0,12;0,18;14,08;42;0,05;33,39;1,2;33;7,1
87;SMP;IBV330;RB-0206;0,01;1,51;8;0,05;5;79;0,9;0,19;0,23;0,07;44,14;19,2;83;2,43;43,3;4,17;7,3;0,05;0,14;0,005;0,03;0,21;20,8;11;0,08;0,5;783;0,82;0,005;1,45;36,3;230;11,1;28,3;0,05;0,03;0,34;7,7;0,5;0,7;8;0,025;0,37;0,025;9,7;0,2;0,17;0,56;81;2,3;6,62;0,6;68;5,3
88;SMP;IBV331;RB-0208;0,03;1,28;8;0,05;5;58;1,1;0,18;0,14;0,09;121,54;12;34;2,21;24,1;3,1;5,8;0,2;0,1;0,02;0,01;0,28;60,8;10;0,08;0,24;417;2,24;0,005;1,25;23,3;285;8,9;26,3;0,05;0,02;0,4;3,7;0,5;0,6;7,1;0,025;0,71;0,025;10;0,08;0,15;0,88;32;0,2;6,93;0,5;62;4,2
89;SMP;IBV332;RB-0252;0,005;1,68;0,5;0,05;5;105;0,7;0,16;0,09;0,03;74,26;13;36;4,4;23,4;2,79;6,7;0,05;0,09;0,005;0,01;0,37;38,6;20;0,1;0,39;555;0,83;0,005;1,26;22,3;269;8,6;34,5;0,05;0,005;0,025;3,9;0,5;0,8;8,4;0,025;0,71;0,025;13,2;0,12;0,2;1,8;33;0,05;9,68;0,7;59;2,5
90;SMP;IBV333;RB-0253;0,005;1,62;2;0,05;5;120;1;0,19;0,11;0,06;37,62;14,7;33;2,17;31,3;3,14;6,1;0,05;0,09;0,02;0,01;0,3;17,6;17;0,11;0,39;767;0,68;0,005;0,74;26,8;294;11,5;21,7;0,05;0,02;0,09;3,2;0,5;0,6;14,3;0,025;0,41;0,06;7,6;0,08;0,14;0,81;26;0,05;8,41;0,8;73;2,4
91;SMP;IBV334;RB-0255;0,005;1,45;4;0,05;5;80;1,9;0,24;0,13;0,05;82,44;12,8;29;6,87;21,6;2,8;6,2;0,1;0,09;0,04;0,01;0,29;42,9;22;0,12;0,4;764;0,84;0,005;1,54;19,9;392;12,7;32,2;0,05;0,005;0,13;3;0,5;0,9;6,6;0,025;0,71;0,025;15,3;0,08;0,17;2,52;25;0,05;10,68;0,9;59;2
92;SMP;IBV336;RB-0271;0,01;0,97;0,5;0,05;5;90;0,8;0,13;0,11;0,04;58,36;12,1;27;1,99;19,6;2,61;5,4;0,05;0,09;0,02;0,01;0,2;25,7;12;0,11;0,27;723;0,63;0,005;0,8;17,4;279;11,1;18,5;0,05;0,005;0,11;3,4;0,5;0,9;5,3;0,025;0,49;0,025;11,2;0,06;0,14;1,41;25;0,05;8,34;0,8;43;2
93;SMP;IBV510;RB-0001;0,03;2,06;3;0,05;5;130;1,3;0,09;0,27;0,07;64,53;14,5;109;1,64;25,9;3,51;8,5;0,2;0,45;0,04;0,05;0,39;35,1;19;0,34;0,52;532;3,35;0,03;6,13;66,2;263;15,1;37,2;0,05;0,07;0,18;6,3;0,5;2,9;60;0,025;0,74;0,025;6,7;0,25;0,3;1,03;52;0,2;20,91;2,2;87;11,4
94;SMP;IBV511;RB-0051;0,01;1,08;0,5;0,05;5;66;0,5;0,04;0,1;0,04;132,22;6,2;73;0,63;13,8;2,23;4,6;0,3;0,26;0,05;0,02;0,1;68,9;6;0,1;0,14;661;3;0,03;4,48;32,3;227;9,7;7,5;0,05;0,02;0,13;3,4;0,5;1,3;14,8;0,025;1,01;0,025;17,8;0,52;0,08;2,3;29;0,2;12,3;0,7;45;11
95;SMP;IBV512;RB-0066;0,005;1,26;0,5;0,05;5;55;0,7;0,05;0,07;0,01;243,1;5;44;1,62;8,2;2,22;6,2;0,5;0,17;0,01;0,02;0,21;119,4;13;0,11;0,19;345;3,16;0,005;2,4;23,8;297;8,6;17,5;0,05;0,005;0,09;3,3;1;1,1;7,5;0,025;1,9;0,025;31;0,15;0,13;4,77;26;0,1;21,91;0,9;38;5,9
96;SMP;IBV513;RB-0142;0,005;0,83;1;0,05;5;55;0,6;0,1;0,1;0,03;31,96;7,3;33;1,65;14,2;2,75;3,3;0,1;0,08;0,02;0,01;0,21;15,5;14;0,07;0,21;448;1,77;0,01;2,53;19,3;195;6,7;18,1;0,05;0,005;0,18;2,9;0,5;0,9;6,7;0,025;0,31;0,025;5,9;0,22;0,12;0,66;30;0,05;5,58;0,6;40;3,8
97;SMP;IBV514;RB-0173;0,005;0,93;2;0,05;5;54;0,6;0,18;0,08;0,02;239,33;6,1;44;2,27;10,7;1,58;5,5;0,5;0,13;0,05;0,01;0,22;118,2;18;0,11;0,24;434;1,58;0,03;2,41;19,8;309;10;22,4;0,05;0,005;0,07;2,7;1;1,2;8,5;0,06;1,75;0,025;39,6;0,1;0,14;8,17;23;0,2;20,57;0,9;30;4,6
98;SMP;IBV515;RB-0175;0,005;0,94;2;0,05;5;56;0,6;0,1;0,22;0,005;381,89;7,5;122;1,9;13,9;1,77;6,9;0,8;0,26;0,005;0,02;0,23;181,9;15;0,15;0,4;437;1,24;0,03;3,16;37,8;471;9,5;24,5;0,05;0,01;0,06;3,8;0,5;1,1;16,4;0,025;2,91;0,025;64,7;0,22;0,14;12,7;41;0,2;32,58;1,3;29;8,4
99;SMP;IBV516;RB-0176;0,005;1,44;0,5;0,05;5;69;0,9;0,12;0,16;0,01;276,01;10,6;61;3,09;20,5;2,36;8,2;0,5;0,19;0,04;0,03;0,31;137,7;26;0,13;0,48;589;1,17;0,005;2,1;28,7;425;10,9;35,5;0,05;0,03;0,05;5,2;1;1,5;11,7;0,08;2,16;0,025;52,4;0,17;0,21;11,32;43;0,2;26,17;1,1;48;6
100;SMP;IBV517;RB-0178;0,005;1,91;0,5;0,05;5;141;0,8;0,09;0,26;0,04;126,95;16,5;128;2,73;27,3;3,36;8,4;0,3;0,24;0,02;0,03;0,41;60,8;24;0,11;0,72;843;6,83;0,03;3,35;70,5;364;9,8;43,3;0,05;0,005;0,07;7,2;0,5;1,5;26,4;0,025;1,02;0,025;25,1;0,28;0,29;4,35;62;0,1;13,96;0,8;43;10,2
101;SMP;IBV518;RB-0181;0,005;0,41;1;0,05;5;34;0,3;0,05;0,04;0,005;139,18;5,7;125;0,72;7,5;1,26;2,9;0,3;0,13;0,02;0,01;0,06;66,8;4;0,04;0,07;657;1,61;0,005;3,47;19;182;6,2;6;0,05;0,005;0,07;2;0,5;0,5;9;0,025;1,03;0,05;23,5;0,3;0,06;3,97;23;0,05;10,78;0,4;34;4,7
102;SMP;IBV519;RB-0183;0,005;1,53;0,5;0,05;5;100;1;0,11;0,17;0,04;391,27;16,5;473;2,04;26,1;3,88;9,8;0,8;0,43;0,03;0,03;0,28;191;16;0,16;0,41;1047;8,95;0,03;4,02;66,8;464;13,8;30,4;0,05;0,005;0,06;6,9;1;1,4;21,3;0,025;2,99;0,025;70,8;0,54;0,19;13;87;0,2;33,61;1,4;58;14,6
103;SMP;IBV520;RB-0184;0,005;1,39;0,5;0,05;5;118;0,7;0,05;0,2;0,02;422,6;14,4;265;1,73;19,1;3,35;8,7;0,9;0,35;0,005;0,02;0,3;201,9;12;0,17;0,41;1691;2,77;0,04;4,01;67,4;534;11;29,2;0,05;0,04;0,06;5,3;2;1,2;24,1;0,09;3,05;0,025;72,3;0,46;0,18;11,99;60;0,1;33,8;1,2;40;12,6
