ID;COD; NUM_LAB; ESTACAO;Ag;Al;As;Au;B;Ba;Be;Bi;Ca;Cd;Ce;Co;Cr;Cs;Cu;Fe;Ga;Ge;Hf;Hg;In;K;La;Li;Lu;Mg;Mn;Mo;Na;Nb;Ni;P;Pb;Rb;Re;S;Sb;Sc;Se;Sn;Sr;Ta;Tb;Te;Th;Ti;Tl;U;V;W;Y;Yb;Zn;Zr
104;SMP;IBV521;RB-0185;0,005;0,99;0,5;0,05;5;59;0,7;0,12;0,1;0,02;222,97;7,2;50;2,23;14,8;1,85;6;0,5;0,15;0,05;0,02;0,24;106,5;18;0,12;0,29;451;5,08;0,02;1,98;17,8;301;9,3;25,5;0,05;0,02;0,025;3,3;1;1,1;8,8;0,025;1,67;0,1;38,2;0,13;0,17;8,09;32;0,2;19,87;0,9;37;5,6
105;SMP;IBV522;RB-0186;0,005;0,79;2;0,05;5;60;0,5;0,12;0,06;0,01;100,25;8,1;37;1,68;13,5;1,96;3,1;0,2;0,11;0,02;0,01;0,19;50,2;14;0,08;0,2;498;1,38;0,01;1,73;18,4;210;7,8;16,6;0,05;0,01;0,16;2,2;0,5;0,6;5,5;0,025;0,77;0,06;14,5;0,13;0,12;2,4;29;0,05;9,19;0,6;38;4,1
106;SMP;IBV523;RB-0188;0,005;1,5;10;0,1;5;110;1,1;0,21;0,1;0,05;42,65;19;60;2,39;34,3;4,99;6,1;0,2;0,15;0,1;0,03;0,38;19,5;19;0,1;0,24;1126;4,27;0,02;2,42;29;301;12,3;27,8;0,05;0,02;0,63;5,3;0,5;1,1;13,3;0,13;0,4;0,025;7,5;0,4;0,17;1,11;82;0,1;6,95;0,8;81;7,7
107;SMP;IBV524;RB-0191;0,005;0,45;1;0,05;5;17;0,3;0,04;0,04;0,005;658;3,5;37;0,74;9,4;1,53;6,9;1,2;0,52;0,02;0,01;0,12;323,8;5;0,2;0,07;359;10,65;0,005;1,29;8,8;511;13,7;8,7;0,05;0,005;0,07;1,9;2;0,5;4,9;0,025;4,56;0,025;115,8;0,26;0,07;20,99;18;0,1;46,32;1,7;20;16
108;SMP;IBV525;RB-0192;0,005;2,03;0,5;0,05;5;98;1,1;0,08;0,17;0,02;86,73;15,1;77;3,98;25,9;3,08;9,5;0,3;0,22;0,005;0,04;0,37;44,5;30;0,1;0,64;897;1,54;0,02;2,83;34,8;283;9,7;44,1;0,05;0,02;0,025;7,6;0,5;1,9;14,6;0,025;0,71;0,025;22,4;0,26;0,32;3,41;56;0,05;11,19;0,7;60;11,2
109;SMP;IBV526;RB-0193;0,005;0,51;0,5;0,05;5;30;0,3;0,04;0,05;0,12;330,83;3,8;44;0,73;8,4;1,42;4,7;0,7;0,32;0,005;0,01;0,14;164,4;6;0,11;0,09;443;3,04;0,02;2,16;22,1;308;8,6;8,9;0,05;0,05;0,08;1,9;2;0,8;6,3;0,025;2,33;0,025;58,4;0,19;0,07;9,59;24;0,05;23,9;0,8;19;11,9
110;SMP;IBV527;RB-0194;0,005;1,18;0,5;0,05;5;43;0,5;0,07;0,05;0,01;283,95;5,7;48;1,49;14,4;3,26;7,3;0,6;0,29;0,11;0,02;0,15;137,1;10;0,11;0,13;534;7,56;0,01;1,78;10,8;333;10,9;15,9;0,05;0,03;0,06;5;1;1,1;5,4;0,025;1,97;0,025;53,7;0,23;0,14;9,01;47;0,05;21,88;0,9;34;11
111;SMP;IBV528;RB-0195;0,005;1,46;5;0,05;5;94;1;0,1;0,05;0,04;56,08;8,2;44;1,69;14,2;2,38;5,6;0,2;0,4;0,1;0,04;0,32;26,9;14;0,19;0,15;553;1,86;0,04;10,08;20,4;229;12,9;25,9;0,05;0,005;0,5;3,5;0,5;1,9;8,9;0,025;0,5;0,025;12,9;0,24;0,18;2,04;29;0,1;10,82;1,3;61;13,3
112;SMP;IBV529;RB-0196;0,005;0,6;0,5;0,05;5;24;0,4;0,04;0,04;0,02;354,12;5;26;0,66;11;1,84;5,4;0,6;0,5;0,26;0,02;0,1;179,8;5;0,11;0,1;351;4,02;0,02;2,67;7;322;10,7;8,5;0,05;0,02;0,025;3,6;0,5;0,8;5,5;0,05;2,09;0,025;65;0,59;0,07;8,58;43;0,05;21,31;0,9;32;19,3
113;SMP;IBV530;RB-0199;0,005;0,99;0,5;0,05;5;48;0,6;0,05;0,14;0,005;530,45;9,6;92;1,31;11,2;1,76;8,4;1;0,21;0,14;0,01;0,15;261,5;14;0,17;0,26;615;1,14;0,02;2,55;28,3;483;14,1;17,3;0,05;0,005;0,05;3,4;2;0,8;15,2;0,025;3,51;0,025;105,5;0,18;0,12;15,65;33;0,05;38,74;1,4;31;8
114;SMP;IBV531;RB-0200;0,33;1,5;0,5;0,05;5;92;1,3;0,31;0,16;0,04;158,51;12,3;63;2,36;17,9;2,76;7,6;0,4;0,78;0,08;0,03;0,32;80,8;23;0,18;0,45;903;5,82;0,04;3,16;29,5;354;10,7;34,8;0,05;0,03;0,07;5,2;0,5;1,9;15,9;0,025;1,22;0,3;29,4;0,22;0,22;5,58;40;0,3;17,94;1,3;51;12,3
115;SMP;IBV532;RB-0201;0,04;0,95;19;0,05;5;74;0,8;0,22;0,06;0,06;47,28;14,9;41;2,67;29;3,78;4,7;0,2;0,09;0,005;0,03;0,18;22,1;14;0,07;0,16;1425;0,77;0,005;1,28;23,2;312;19;17,1;0,05;0,005;1,1;5,4;0,5;0,7;7;0,025;0,33;0,05;6,1;0,34;0,12;0,91;58;0,2;4,7;0,5;84;6,4
116;SMP;IBV533;RB-0203;0,03;1,69;9;0,05;5;112;1,2;0,3;0,07;0,04;67,9;11,9;48;2,29;17,6;2,83;6,2;0,2;0,22;0,03;0,01;0,4;33,5;19;0,1;0,33;1267;1,72;0,02;3,69;25,6;223;15,1;34,8;0,05;0,02;0,32;4,3;0,5;1,2;10,3;0,025;0,51;0,1;10,4;0,15;0,21;2,03;32;0,4;8,48;0,8;56;5,7
117;SMP;IBV534;RB-0209;0,18;1,28;10;0,05;5;76;0,8;0,44;0,08;0,03;49,19;14,2;39;1,7;20,6;2,92;5,6;0,1;0,35;0,06;0,04;0,12;21,9;12;0,12;0,14;1198;4,18;0,005;2,38;14,2;223;33,3;18,6;0,05;0,01;0,8;4,5;0,5;1,2;10,5;0,025;0,37;0,16;8,5;0,17;0,17;1,56;46;1;7,59;0,9;49;9,7
118;SMP;IBV535;RB-0210;0,12;1,32;15;0,05;5;133;1,1;0,28;0,05;0,08;54,08;14,2;57;2,36;31,9;4,75;5,3;0,2;0,15;0,03;0,04;0,33;23,4;11;0,05;0,14;1964;1,77;0,005;2,43;27;327;48;23,9;0,05;0,02;0,98;4,6;0,5;0,7;8,6;0,025;0,34;0,08;6,3;0,32;0,19;0,87;43;0,3;3,97;0,4;88;6,9
119;SMP;IBV536;RB-0211;0,06;1,05;20;0,05;5;101;1;0,22;0,04;0,06;46,44;16,8;57;1,94;39,8;5,13;5,5;0,2;0,21;0,005;0,03;0,2;20;12;0,07;0,14;2171;2,55;0,005;0,88;24,7;292;19,1;15,8;0,05;0,005;1,39;6,4;0,5;0,6;7,1;0,025;0,32;0,09;4,8;0,54;0,12;0,85;75;0,05;4,22;0,5;77;7,7
120;SMP;IBV537;RB-0212;0,14;1,11;5;0,05;5;77;0,6;0,16;0,13;0,04;94,18;9,9;48;1,2;20,9;2,6;5;0,3;0,23;0,03;0,05;0,12;47,4;10;0,08;0,22;590;0,95;0,01;2,1;17,7;235;61,6;15,7;0,05;0,01;0,82;3,9;0,5;1,3;17,3;0,025;0,73;0,025;14,4;0,24;0,14;2,59;40;0,1;9,4;0,6;61;7,7
121;SMP;IBV538;RB-0213;0,03;0,62;8;0,05;5;45;0,6;0,17;0,04;0,04;42,29;11;51;1,39;24,2;3,65;3,2;0,1;0,11;0,03;0,02;0,09;20;6;0,05;0,06;1217;1,13;0,005;2,91;19,8;202;18,9;10,7;0,05;0,005;0,7;3,5;0,5;0,5;5,9;0,025;0,26;0,06;4;0,49;0,09;0,64;44;0,1;3;0,3;63;5,2
122;SMP;IBV539;RB-0214;0,005;0,62;2;0,05;5;47;0,5;0,08;0,03;0,02;28;5,4;24;1,27;9,3;1,61;2,7;0,1;0,32;0,05;0,01;0,12;14,5;9;0,11;0,1;512;2,56;0,005;2,42;10,8;135;8,2;14;0,05;0,005;0,28;2;0,5;0,6;5;0,025;0,25;0,025;5,8;0,15;0,12;1,06;20;0,05;6,08;0,8;34;7,9
123;SMP;IBV540;RB-0216;0,005;0,56;2;0,05;5;10;0,3;0,07;0,08;0,03;1000;6;34;0,83;13,3;2,41;12,6;2,1;1,03;0,005;0,03;0,14;589,3;7;0,34;0,12;683;8,3;0,02;2,94;8,8;847;24,1;10,8;0,05;0,005;0,08;4,2;3;1,1;8,5;0,025;7,6;0,025;232,9;0,81;0,08;33,96;47;0,1;83,09;2,8;38;31,1
124;SMP;IBV541;RB-0218;0,005;1,2;1;0,05;5;47;0,8;0,08;0,07;0,01;406,44;7,5;53;2,13;13,2;1,91;7,7;0,8;0,35;0,02;0,02;0,2;196,9;15;0,18;0,2;584;1,36;0,02;1,98;18,5;381;10,8;23,2;0,05;0,01;0,06;4,2;2;0,9;6,5;0,025;3,19;0,025;72,7;0,23;0,16;15,39;29;0,5;38,24;1,4;37;11,9
125;SMP;IBV542;RB-0219;0,005;0,81;6;0,05;5;56;0,6;0,13;0,05;0,03;38,29;11,1;35;1,24;22,7;3,2;3,7;0,2;0,14;0,005;0,02;0,16;17,6;9;0,05;0,1;1096;2,98;0,005;1,15;14,9;225;14,2;14;0,05;0,005;0,48;3,8;0,5;0,4;5,2;0,025;0,26;0,025;4,2;0,3;0,1;0,76;45;0,05;3,53;0,4;54;5,9
126;SMP;IBV543;RB-0220;0,005;0,98;13;0,05;5;62;0,7;0,17;0,005;0,02;44,66;14,3;69;1,11;29;5,32;4,4;0,2;0,17;0,04;0,03;0,13;19,9;16;0,05;0,34;1156;1,19;0,005;1,43;24,6;212;15,4;9,9;0,05;0,005;0,53;3,4;0,5;0,5;3,2;0,025;0,32;0,025;6,9;0,44;0,09;0,75;59;0,05;3,44;0,3;66;8,1
127;SMP;IBV544;RB-0221;0,005;1,39;2;0,05;5;67;0,8;0,09;0,04;0,01;232,17;12,5;53;2,59;27,6;2,93;8,2;0,5;0,25;0,02;0,03;0,26;110,1;17;0,14;0,26;771;2,08;0,01;1,41;18,4;318;13,3;35,8;0,05;0,03;0,025;6,4;0,5;0,9;5,4;0,06;1,84;0,025;36,2;0,28;0,25;9,25;62;0,1;22,86;1,2;55;8,4
128;SMP;IBV545;RB-0222;0,005;0,71;5;0,05;5;32;0,6;0,15;0,03;0,03;47,38;9,2;34;1,23;25,7;3,18;3,7;0,2;0,33;0,03;0,03;0,11;21,3;6;0,04;0,05;672;1,08;0,005;3,08;12,9;186;14,7;9,4;0,05;0,04;0,22;4,7;0,5;0,7;6,3;0,025;0,32;0,025;6,5;0,93;0,09;0,83;54;0,05;3,53;0,4;62;13,4
129;SMP;IBV546;RB-0223;0,005;0,59;9;0,05;5;48;0,4;0,1;0,01;0,03;27,29;12,3;72;0,99;21,5;5,36;3,1;0,2;0,09;0,16;0,01;0,1;11,4;5;0,03;0,04;1601;3,42;0,005;1,43;16,2;205;11,8;8,8;0,05;0,005;0,42;3,3;0,5;0,4;3,1;0,025;0,19;0,025;3,8;0,65;0,1;0,5;64;0,05;2,49;0,3;54;5,7
130;SMP;IBV547;RB-0224;0,005;0,76;2;0,05;5;45;0,4;0,13;0,07;0,05;35,97;7,7;40;1,7;20,5;2,63;3,5;0,2;0,33;0,12;0,09;0,11;17,1;6;0,05;0,09;755;1,52;0,03;4,58;14,4;236;15,1;10,4;0,05;0,03;0,2;4,1;0,5;1,1;8,6;0,07;0,27;0,025;4,2;0,77;0,09;0,68;41;0,05;3,45;0,3;61;15
131;SMP;IBV548;RB-0225;0,09;1,45;27;0,05;5;101;1,1;0,7;0,11;0,1;55,94;19,5;57;2,65;42,7;4,37;6;0,2;0,15;0,14;0,05;0,15;24,9;17;0,13;0,21;2299;3;0,02;3,16;28,3;359;56,9;20,2;0,05;0,005;1,91;6,3;0,5;2;11,5;0,025;0,45;0,025;10,5;0,34;0,23;2,32;54;0,6;8,4;0,9;83;8,4
132;SMP;IBV549;RB-0227;0,15;1,2;6;0,05;5;95;0,7;0,13;0,24;0,06;78,83;11,9;39;1,68;22,9;2,86;5,2;0,3;0,14;0,06;0,05;0,19;39,2;13;0,08;0,36;1348;1,16;0,02;2,09;21,4;327;56,6;21;0,05;0,005;0,61;4,6;0,5;1,2;18,9;0,025;0,65;0,025;11,6;0,21;0,16;2,48;37;0,2;9,7;0,6;80;6,7
133;SMP;IBV550;RB-0228;0,03;1,24;5;0,05;5;57;0,8;0,15;0,27;0,06;36,3;15,2;58;1,35;28,2;3,46;4,6;0,2;0,23;0,18;0,03;0,13;17,8;14;0,08;0,2;814;4,45;0,02;1,47;23,2;209;25,3;11,2;0,05;0,005;0,56;6,7;0,5;0,8;14,5;0,025;0,29;0,025;6,1;0,41;0,1;1,14;59;0,05;5,34;0,6;71;10
134;SMP;IBV551;RB-0231;0,005;0,95;0,5;0,05;5;47;0,6;0,06;0,04;0,01;182,84;8,7;39;1,83;16,4;1,96;5,5;0,5;0,28;0,02;0,02;0,17;86,6;13;0,11;0,17;629;1,04;0,02;1,61;15;235;10,6;23,3;0,05;0,005;0,025;4,2;0,5;0,8;4,3;0,025;1,47;0,025;30,4;0,39;0,16;7,75;39;0,05;17,15;0,7;47;10,3
135;SMP;IBV552;RB-0234;0,29;0,6;0,5;0,05;5;31;0,4;0,2;0,04;0,01;90,88;4,3;15;0,88;7,5;1,6;3,2;0,2;0,46;0,07;0,01;0,1;45,8;5;0,06;0,07;472;3,19;0,005;2,14;5,1;180;7,9;13,4;0,05;0,005;0,025;2,1;0,5;0,9;4,5;0,06;0,63;0,27;18;0,17;0,11;2,56;19;0,2;7,85;0,5;23;5,8
136;SMP;IBV553;RB-0237;0,08;0,77;2;0,05;5;49;0,5;0,16;0,07;0,09;48,94;11;42;1,04;28,1;4,2;4,1;0,2;0,56;0,04;0,05;0,09;24,8;7;0,06;0,13;970;1,13;0,02;3,19;14,9;189;38,4;9,8;0,05;0,005;0,35;5,4;0,5;1,4;10,9;0,025;0,38;0,17;10;1,17;0,09;1,15;69;0,2;5,4;0,5;76;14,2
137;SMP;IBV554;RB-0239;0,09;1,24;22;0,05;5;80;1;0,17;0,05;0,12;42,13;19,7;59;2,08;40,7;4,88;6,4;0,2;0,32;0,005;0,05;0,15;18,8;15;0,09;0,14;1374;2,55;0,005;2,31;23,4;265;45,5;13,6;0,05;0,005;2,03;8,7;0,5;1,5;5,8;0,06;0,38;0,09;12,2;0,38;0,15;1,55;52;0,2;6,12;0,7;100;8,7
138;SMP;IBV555;RB-0240;0,01;0,81;2;0,05;5;49;0,8;0,18;0,02;0,07;44,14;5;27;1,51;9,9;1,95;3,4;0,2;0,46;0,02;0,02;0,14;21,9;11;0,1;0,05;573;1,29;0,04;4,17;12,8;151;8,7;13,8;0,05;0,005;0,11;2,4;0,5;1,8;6;0,025;0,34;0,025;10,7;0,24;0,11;2,05;17;0,2;5,74;0,7;38;14,7
139;SMP;IBV556;RB-0243;0,005;0,46;4;0,05;5;17;0,4;0,23;0,01;0,15;19,84;8,6;26;0,44;31,3;3,71;3,3;0,1;0,39;0,02;0,03;0,06;7,7;3;0,04;0,02;820;2;0,02;3,07;10,6;166;9,7;3,8;0,05;0,005;0,12;4,2;0,5;0,8;1,7;0,025;0,17;0,025;4,7;1,01;0,05;0,6;35;0,2;2,47;0,3;64;12,7
140;SMP;IBV557;RB-0244;0,02;1,08;4;0,05;5;61;0,7;0,09;0,08;0,3;79,05;12,6;47;1,23;31,2;4,11;5,9;0,3;0,35;0,005;0,04;0,11;38,9;9;0,11;0,15;779;1,16;0,005;2,54;18,3;376;21,8;12,7;0,05;0,02;0,23;7,4;0,5;1,2;12;0,025;0,57;0,025;13,7;0,42;0,12;2,3;87;0,05;8,97;0,7;59;13,5
141;SMP;IBV558;RB-0248;0,22;0,76;9;0,05;5;27;0,7;0,2;0,02;0,04;44,52;16,7;42;1,17;48,8;6,28;6,9;0,2;0,49;0,02;0,05;0,09;19,3;6;0,07;0,06;1046;4,89;0,005;4,11;20,3;247;12;8,2;0,05;0,005;0,64;7,9;0,5;1,5;3,7;0,09;0,34;0,14;3,8;1,08;0,08;0,91;218;0,2;4,58;0,5;105;19
142;SMP;IBV559;RB-0254;0,04;0,93;3;0,05;5;60;0,9;0,24;0,04;0,02;28,18;8,5;29;3,36;12,9;1,73;3,2;0,05;0,11;0,04;0,01;0,21;13,3;19;0,05;0,18;461;1,55;0,005;1,64;18,4;204;8,4;17,9;0,05;0,03;0,48;2,3;0,5;0,4;6,3;0,025;0,25;0,025;4,3;0,07;0,12;1,25;22;0,05;4,42;0,4;41;4,4
143;SMP;IBV895;RB-0015;0,08;0,48;0,5;0,05;5;2,5;0,4;0,15;0,01;0,04;19,41;1;3;0,49;3,7;1,43;5,3;0,05;0,39;0,005;0,06;0,03;6,2;2;;0,01;73;0,95;0,005;11,22;3,1;25;11,1;4,3;0,05;0,005;0,06;1,3;0,5;3;1,4;0,025;;0,025;18,4;0,03;;1,12;6;0,3;16,64;;27;13,7
144;SMP;IBV896;RB-0047;0,04;1,34;0,5;0,05;5;60;0,7;0,15;0,03;0,03;51,41;7,9;24;1,75;9,6;2,48;8,2;0,05;0,13;0,02;0,05;0,16;24,2;9;;0,17;296;1,11;0,005;4,18;13,6;147;13,2;27,8;0,05;0,005;0,07;5;0,5;2,4;4,4;0,025;;0,025;12,1;0,08;;1,46;26;0,05;13,21;;48;4,1
145;SMP;IBV897;RB-0052;0,03;0,78;0,5;0,05;5;43;0,5;0,07;0,04;0,01;31,63;5;16;1,24;6,4;1,39;5;0,05;0,07;0,02;0,03;0,11;17,2;6;;0,13;143;0,58;0,005;2,56;9,5;98;8;19,9;0,05;0,005;0,025;3,2;0,5;1,8;5,7;0,025;;0,025;9,4;0,06;;1,09;19;0,05;8,44;;33;1,8
146;SMP;IBV898;RB-0054;0,03;0,98;0,5;0,05;5;76;0,6;0,06;0,06;0,06;32,72;4,4;10;1,69;7,5;1,48;5,2;0,05;0,025;0,005;0,01;0,22;18,8;8;;0,22;164;0,45;0,005;3,2;7,9;162;8,7;30,8;0,05;0,005;0,16;3,5;0,5;1,4;9,5;0,025;;0,15;8,6;0,07;;1,65;23;0,05;8,89;;40;0,6
147;SMP;IBV899;RB-0055;0,03;1,08;0,5;0,05;5;46;0,8;0,1;0,05;0,04;34,31;3,8;12;1,42;5,8;1,69;6;0,05;0,14;0,04;0,01;0,14;17,8;7;;0,14;153;0,6;0,005;5,64;5,9;93;12,8;26;0,05;0,005;0,06;2,9;0,5;2,3;9,8;0,025;;0,025;11,5;0,06;;1,96;19;0,1;12,66;;45;3
148;SMP;IBV900;RB-0058;0,01;0,87;0,5;0,05;5;50;0,7;0,07;0,07;0,03;25,2;5,5;18;0,97;7;1,49;3,9;0,05;0,025;0,02;0,01;0,14;15,3;6;;0,21;168;0,27;0,005;2,18;8,6;111;8,5;22,1;0,05;0,005;0,025;3,1;0,5;1,6;12;0,025;;0,025;7,1;0,07;;0,95;25;0,05;8,42;;39;1
149;SMP;IBV902;RB-0065;0,04;0,22;0,5;0,05;5;11;0,1;0,03;0,02;0,005;6,78;2,4;9;0,3;4,6;0,81;1,5;0,05;0,07;0,005;0,01;0,03;3,3;2;;0,03;96;0,1;0,005;1,34;4,9;25;3,7;2,7;0,05;0,005;0,025;1,6;0,5;0,7;3,2;0,025;;0,025;1,7;0,1;;0,27;24;0,05;1,31;;11;2,3
150;SMP;IBV903;RB-0069;0,02;1,15;0,5;0,05;5;82;0,6;0,1;0,16;0,02;34,34;7,7;33;0,91;10,4;2,13;4,5;0,05;0,09;0,01;0,01;0,2;18,8;7;;0,24;253;0,64;0,02;2,32;17,6;236;10,2;21,4;0,05;0,005;0,07;4;0,5;1,8;31;0,025;;0,025;6,2;0,08;;1,21;28;0,05;8,62;;38;2,1
151;SMP;IBV904;RB-0070;0,02;0,79;0,5;0,05;5;73;0,6;0,06;0,14;0,04;33,77;4,7;24;0,63;6,4;1,26;2,9;0,05;0,025;0,005;0,01;0,14;19,8;5;;0,21;140;0,23;0,005;2,66;13,6;408;7,8;17,1;0,05;0,005;0,025;2,7;0,5;1,6;21;0,025;;0,025;5,6;0,07;;0,8;22;0,05;6,14;;32;0,6
152;SMP;IBV905;RB-0074;0,02;0,72;0,5;0,05;5;42;0,3;0,09;0,04;0,005;24,73;4,9;18;0,93;7,2;1,29;3,2;0,05;0,025;0,005;0,01;0,13;13,7;6;;0,15;151;0,27;0,005;1,78;10,5;91;7,4;16,8;0,05;0,005;0,025;2,6;0,5;0,9;6,4;0,025;;0,025;6,7;0,05;;1,16;18;0,05;5,28;;25;0,9
153;SMP;IBV906;RB-0075;0,02;1;0,5;0,3;5;66;0,6;0,12;0,11;0,06;41,31;8,3;33;0,99;9,7;1,71;4,5;0,05;0,07;0,02;0,04;0,17;23;6;;0,25;193;0,34;0,005;1,66;19,4;338;10,1;25,2;0,05;0,005;0,05;4,2;0,5;1,4;17;0,025;;0,08;6,9;0,06;;1,53;29;0,05;8,77;;40;0,6
154;SMP;IBV907;RB-0082;0,04;1,37;0,5;0,05;5;128;0,8;0,08;0,37;0,04;73,02;9,9;54;0,97;11;2,97;5,4;0,05;0,09;0,03;0,02;0,34;43;9;;0,36;342;0,27;0,04;4;30,2;530;12,6;36,7;0,05;0,01;0,08;4,8;0,5;1,8;76,6;0,025;;0,025;7,7;0,12;;0,55;35;0,05;12,37;;50;2,7
155;SMP;IBV908;RB-0085;0,01;0,75;0,5;0,05;5;49;0,5;0,06;0,07;0,01;31,55;7,5;33;0,87;8;1,36;3,1;0,05;0,025;0,02;0,01;0,14;17,1;6;;0,2;170;0,18;0,005;1,27;18,3;170;7,5;17,2;0,05;0,005;0,025;3;0,5;1,2;10,7;0,025;;0,025;5,5;0,06;;0,88;22;0,05;5,79;;28;0,9
156;SMP;IBV910;RB-0086;0,03;0,6;0,5;0,05;5;32;0,5;0,1;0,15;0,03;25,86;5,1;31;0,7;7,9;1,47;2,9;0,05;0,2;0,02;0,01;0,1;12,6;4;;0,18;135;0,4;0,01;2,21;15,6;268;8;13,5;0,05;0,005;0,025;2,5;0,5;1,2;20,7;0,025;;0,025;7,7;0,07;;1,03;22;0,05;5,73;;24;4,4
