ID;COD; NUM_LAB; ESTACAO;Ag;Al;As;Au;B;Ba;Be;Bi;Ca;Cd;Ce;Co;Cr;Cs;Cu;Fe;Ga;Ge;Hf;Hg;In;K;La;Li;Lu;Mg;Mn;Mo;Na;Nb;Ni;P;Pb;Rb;Re;S;Sb;Sc;Se;Sn;Sr;Ta;Tb;Te;Th;Ti;Tl;U;V;W;Y;Yb;Zn;Zr
157;SMP;IBV911;RB-0087;0,04;0,61;0,5;0,05;5;34;0,3;0,09;0,14;0,02;24,92;5;32;0,66;7,7;1,51;2,8;0,05;0,17;0,005;0,01;0,1;11,8;5;;0,19;137;0,34;0,01;2,02;14,6;293;7,6;13;0,05;0,005;0,025;2,5;0,5;1,4;19,9;0,025;;0,025;7,3;0,07;;0,97;22;0,05;5,48;;25;4,5
158;SMP;IBV912;RB-0090;0,13;1,02;0,5;0,05;5;57;0,9;0,14;0,09;0,03;29,41;4,8;36;1,65;7;1,63;5,2;0,05;0,92;0,03;0,04;0,16;13,3;15;;0,19;184;0,68;0,01;5,34;17,3;140;11,6;30,6;0,05;0,005;0,07;1,8;1;4,4;17,5;0,025;;0,025;19,1;0,07;;2,96;21;0,2;12,61;;27;18,7
159;SMP;IBV913;RB-0094;0,05;0,6;0,5;0,05;5;38;0,4;0,09;0,15;0,02;26,06;4,9;33;0,69;9,3;1,51;3,3;0,05;0,24;0,02;0,03;0,1;12,6;5;;0,18;131;0,5;0,01;2,59;13,4;288;7,9;14,8;0,05;0,005;0,025;1,8;0,5;1,3;21,1;0,025;;0,025;5,9;0,07;;1,14;23;0,05;6,32;;25;4,8
160;SMP;IBV914;RB-0095;0,21;1,52;1;0,05;5;33;1,2;0,2;0,05;0,04;41,65;2,4;11;2,93;4;1,88;9,3;0,05;2,72;0,04;0,01;0,16;10,9;28;;0,06;229;1,12;0,02;14,32;8,4;90;27,3;47,7;0,05;0,005;0,09;2;0,5;4,2;6,3;0,025;;0,025;55,6;0,03;;5,64;13;0,8;36,62;;34;46,6
161;SMP;IBV915;RB-0098;0,13;1,38;2;0,05;5;23;0,8;0,17;0,04;0,005;40,45;3,7;17;2,07;5;1,77;8,3;0,05;1,9;0,04;0,03;0,08;7,2;19;;0,07;203;0,82;0,005;6,29;7,5;112;24,1;25,3;0,05;0,005;0,08;2,8;0,5;3,9;5,1;0,025;;0,025;48,1;0,02;;3,89;24;0,3;25,26;;30;42
162;SMP;IBV916;RB-0102;0,21;0,78;0,5;0,05;5;30;0,5;0,18;0,04;0,02;13,5;2,1;11;1,37;4,2;1,61;3,7;0,05;3,39;0,005;0,01;0,18;5,9;10;;0,09;200;0,38;0,02;6;6,2;61;7,5;24,9;0,05;0,005;0,025;1,6;0,5;1,8;7,3;0,025;;0,025;28,5;0,05;;3,7;10;0,7;13,44;;21;59,2
163;SMP;IBV917;RB-0103;0,02;0,34;0,5;0,05;5;26;0,2;0,06;0,03;0,02;15,09;5,2;15;0,43;7,6;1,35;1,6;0,05;0,025;0,005;0,01;0,05;6,4;4;;0,06;141;0,22;0,005;0,83;10;107;5,9;5,2;0,05;0,005;0,05;1,6;0,5;0,6;4;0,025;;0,025;3,6;0,05;;0,35;15;0,05;2,6;;21;1,4
164;SMP;IBV918;RB-0104;0,04;1,09;0,5;0,05;5;78;0,6;0,08;0,14;0,02;22,8;9,4;69;1,26;11,3;2,37;4,5;0,05;0,11;0,005;0,03;0,17;11,1;6;;0,31;303;0,25;0,03;2,45;38,7;162;15,2;18,8;0,05;0,005;0,05;4;0,5;2,4;20,2;0,025;;0,025;4,1;0,14;;0,78;39;0,05;4,33;;45;3,8
165;SMP;IBV919;RB-0107;0,08;0,74;0,5;0,05;5;32;0,7;0,15;0,03;0,02;22,68;4,3;13;1,67;6,6;1,49;4,3;0,05;1,01;0,02;0,01;0,16;8,6;13;;0,1;216;0,51;0,005;5,96;9,3;53;12,1;27,1;0,05;0,005;0,025;2,2;0,5;1,7;4,3;0,025;;0,025;23,5;0,06;;2,47;13;0,2;14,11;;32;17,4
166;SMP;IBV920;RB-0108;0,02;0,53;0,5;0,05;5;48;0,2;0,02;0,08;0,01;12,8;5,6;31;0,46;7,8;1,47;2,2;0,05;0,1;0,01;0,01;0,08;6,6;3;;0,12;190;0,34;0,02;1,29;16,9;51;7,2;6,8;0,05;0,005;0,05;2,2;0,5;1;12,3;0,025;;0,025;3,1;0,15;;0,46;29;0,05;2,63;;17;2,9
167;SMP;IBV922;RB-0121;0,02;0,75;0,5;0,05;5;47;0,3;0,08;0,05;0,005;23,68;5,2;25;0,81;6,2;1,3;2,9;0,05;0,05;0,005;0,01;0,13;13,2;6;;0,17;160;0,25;0,005;1,54;12,8;107;7;14,6;0,05;0,005;0,025;2,5;0,5;0,9;8,4;0,025;;0,025;5,6;0,06;;0,95;19;0,05;5,48;;26;1,6
168;SMP;IBV923;RB-0135;0,03;1,05;2;0,05;5;79;0,4;0,21;0,04;0,02;28,85;8;31;1,34;11,2;3,19;4;0,05;0,08;0,03;0,01;0,18;13,3;6;;0,11;497;0,34;0,01;3,33;16,2;140;7,7;15;0,05;0,005;0,18;3,9;0,5;0,7;7;0,025;;0,025;4,8;0,1;;0,48;33;0,05;3,24;;32;3,7
169;SMP;IBV924;RB-0138;0,03;1;5;0,05;5;70;0,7;0,16;0,03;0,03;28,6;8,9;24;3,27;12,3;2,43;3,8;0,05;0,025;0,005;0,01;0,25;13,6;15;;0,2;517;0,45;0,005;1,08;16;152;7;25,7;0,05;0,005;0,1;3,6;0,5;1;4,6;0,025;;0,025;4,8;0,07;;0,67;27;0,05;5,01;;47;0,25
170;SMP;IBV925;RB-0140;0,02;0,62;4;0,05;5;52;0,6;0,1;0,02;0,005;28,96;5,9;20;2,05;7,8;1,94;2,5;0,05;0,025;0,005;0,01;0,15;14;9;;0,12;334;0,16;0,005;1,44;11,1;148;4,7;15,9;0,05;0,005;0,07;2,3;0,5;0,5;2,9;0,025;;0,025;5,5;0,05;;0,64;20;0,05;3,68;;35;0,7
171;SMP;IBV926;RB-0143;0,03;0,76;10;0,3;5;62;0,7;0,22;0,04;0,07;43,28;6,5;27;1,64;11,5;2,87;3,3;0,05;0,025;0,05;0,01;0,14;19,2;7;;0,07;467;0,42;0,005;2,53;13,4;286;9,7;17,2;0,05;0,02;0,16;2,8;0,5;0,8;5,4;0,025;;0,08;8,4;0,03;;1,01;23;0,2;5,08;;43;0,25
172;SMP;IBV927;RB-0144;0,07;0,56;0,5;0,05;5;109;0,3;0,08;0,23;0,04;30,45;13,8;158;0,82;18,2;2,96;3,7;0,05;0,15;0,005;0,03;0,07;15,4;3;;0,18;625;0,28;0,005;1,85;44,3;585;8,4;10,8;0,05;0,005;0,05;5,6;0,5;1,2;26,5;0,025;;0,025;5,5;0,2;;0,53;91;0,05;4,38;;50;5,7
173;SMP;IBV928;RB-0145;0,05;2,05;3;0,05;5;189;1,6;0,41;0,19;0,08;75,14;17,9;69;3,87;30,4;5,78;10,6;0,05;0,025;0,09;0,04;0,26;35,4;19;;0,41;818;0,6;0,005;1,98;36;3069;20,7;41,6;0,05;0,1;0,09;12,2;0,5;1,8;35,3;0,025;;0,025;9,3;0,08;;1,63;78;0,1;17,67;;77;0,7
174;SMP;IBV929;RB-0146;0,05;1,02;3;0,05;5;64;0,6;0,68;0,07;0,11;39,07;13,5;44;1,57;19,4;4,62;7,1;0,05;0,025;0,08;0,03;0,07;14,6;5;;0,11;340;0,56;0,005;0,93;17,5;628;16,1;12,6;0,05;0,08;0,11;7,1;0,5;2;8,3;0,025;;0,025;6,3;0,03;;0,92;60;0,1;6,86;;49;0,25
175;SMP;IBV930;RB-0147;0,04;1,08;0,5;0,05;5;86;0,7;0,11;0,86;0,04;68,18;11,8;35;2,27;13,5;2,87;4,5;0,05;0,09;0,005;0,03;0,24;35,1;12;;0,29;443;0,21;0,02;2,45;22,1;3671;8,4;28;0,05;0,005;0,025;5,9;0,5;1,2;104;0,025;;0,025;8,4;0,09;;1,24;39;0,1;11,06;;46;2,9
176;SMP;IBV931;RB-0148;0,05;0,5;0,5;0,05;5;108;0,3;0,08;0,25;0,02;28,3;12;189;0,68;14,6;3,32;3,3;0,05;0,15;0,01;0,01;0,07;14,2;3;;0,17;527;0,22;0,005;1,85;34;610;7,2;8,8;0,05;0,005;0,31;4,4;0,5;1,6;26,2;0,025;;0,025;5,3;0,28;;0,48;119;0,05;3,86;;59;6,8
177;SMP;IBV932;RB-0152;0,16;0,67;0,5;0,05;5;66;0,3;0,06;0,22;0,02;46,71;5,8;27;1,16;6,9;1,58;2,5;0,05;0,1;0,02;0,01;0,13;25,2;7;;0,16;234;0,19;0,005;1,13;11,9;1086;6,2;14,2;0,05;0,005;0,025;2,6;0,5;0,9;33,8;0,025;;0,025;10,2;0,09;;1,27;23;0,05;6,87;;31;3,3
178;SMP;IBV933;RB-0153;0,01;0,56;0,5;0,05;5;32;0,4;0,38;0,02;0,005;33,03;4,2;31;1,03;8,2;2,87;3,1;0,05;0,025;0,005;0,01;0,12;16,2;3;;0,05;296;0,17;0,005;2,15;10,8;118;5,5;9,7;0,05;0,005;0,06;3,7;0,5;0,6;3,7;0,025;;0,025;6,1;0,11;;0,61;45;0,05;4,09;;17;1,4
179;SMP;IBV934;RB-0154;0,02;0,61;0,5;0,05;5;41;0,4;0,07;0,06;0,005;39,37;5,3;20;1,09;7;1,67;2,3;0,05;0,07;0,005;0,01;0,12;19,4;6;;0,11;248;0,32;0,005;1,09;8,4;253;6,9;10,7;0,05;0,005;0,025;2,3;0,5;0,8;8,3;0,025;;0,025;6,7;0,07;;0,91;21;0,05;5,06;;25;2,6
180;SMP;IBV935;RB-0155;0,07;0,7;2;0,05;5;42;0,2;0,13;0,83;0,03;30,13;4,6;26;0,97;16;2,26;3,5;0,05;0,025;0,12;0,01;0,08;15,6;4;;0,25;229;0,85;0,01;3,19;9,6;1072;12,4;6,6;0,05;0,12;0,19;3,4;0,5;2,4;103;0,025;;0,025;5,5;0,07;;0,9;36;0,05;4,93;;34;1,8
181;SMP;IBV936;RB-0159;0,04;0,98;3;0,05;5;105;0,7;0,15;0,05;0,02;46,41;13,1;43;3,2;17,8;3,24;4,5;0,05;0,06;0,01;0,01;0,31;22;14;;0,24;779;0,38;0,005;0,95;27,8;235;9,3;36,2;0,05;0,005;0,09;4,6;0,5;1;7;0,025;;0,025;7,6;0,1;;0,91;44;0,05;6,52;;49;1,8
182;SMP;IBV937;RB-0162;0,17;2,28;0,5;0,05;5;511;1,1;0,11;2,23;0,26;129,06;94,2;560;1;111;14,07;13,2;0,2;0,76;0,09;0,09;0,13;64,8;5;;0,98;3519;0,48;0,02;3,32;239;4416;23;9,2;0,05;0,12;0,07;34,8;0,5;1,9;583;0,025;;0,025;8,9;0,84;;1,65;409;0,05;20,27;;125;23
183;SMP;IBV938;RB-0170;0,02;0,54;0,5;0,05;5;70;0,4;0,04;0,07;0,01;204,52;10;134;0,94;7,4;2,05;2,4;0,05;0,12;0,005;0,01;0,1;160,8;6;;0,17;647;0,19;0,005;1,02;28,7;305;4,7;10,7;0,05;0,005;0,025;2,7;0,5;0,8;8,4;0,025;;0,025;44,5;0,15;;5,23;42;0,05;14,09;;36;3,2
184;SMP;IBV939;RB-0172;0,01;0,15;0,5;0,05;5;10;0,1;0,03;0,01;0,005;25,24;1,6;8;0,47;2,9;0,67;0,9;0,05;0,025;0,005;0,01;0,03;13,1;1;;0,01;123;0,3;0,005;0,54;2,8;25;2;2,6;0,05;0,005;0,025;0,8;0,5;0,6;1,3;0,025;;0,025;5,4;0,03;;0,46;5;0,05;1,84;;7;0,9
185;SMP;IBV940;RB-0179;0,04;0,53;2;0,05;5;70;0,4;0,12;0,17;0,02;101,84;7,7;32;0,94;11,5;2,24;2,6;0,05;0,09;0,005;0,01;0,09;51,9;3;;0,12;1208;0,26;0,01;2,14;15,1;497;6,8;8,7;0,05;0,005;0,06;3,3;0,5;0,7;21,9;0,025;;0,025;20,3;0,1;;2,34;38;0,05;8,07;;22;3,6
186;SMP;IBV941;RB-0207;0,05;0,57;0,5;0,05;5;39;0,4;0,07;0,04;0,01;41,58;3,4;15;1,15;9,8;1,37;2,2;0,05;0,025;0,11;0,01;0,16;21,3;4;;0,12;432;0,39;0,005;1,24;7,8;88;4,6;18,2;0,05;0,005;0,07;3,1;0,5;0,6;4,9;0,025;;0,025;6,7;0,18;;0,99;15;0,05;3,76;;21;0,7
187;SMP;IBV942;RB-0235;0,06;0,98;3;0,05;5;61;0,6;0,14;0,07;0,02;190,7;8,5;24;1,11;12,9;3,24;4,5;0,05;0,2;0,005;0,02;0,14;108,1;5;;0,12;572;0,33;0,01;1,74;11,3;279;23,8;13,2;0,05;0,005;0,33;4,9;0,5;1,4;8,9;0,025;;0,025;38,9;0,17;;5,05;44;0,05;14,56;;34;7,1
188;SMP;IBV943;RB-0241;0,12;0,72;3;0,05;5;35;0,4;0,28;0,19;0,03;52,74;12,6;35;0,88;20;3,88;3,4;0,05;0,63;0,005;0,01;0,09;26,5;6;;0,13;588;0,43;0,005;1,64;16,5;151;21,2;7,2;0,05;0,005;0,61;5,5;0,5;1,8;10,6;0,025;;0,025;12,6;0,51;;1,25;91;0,05;5,48;;59;17,4
189;SMP;IBV944;RB-0245;0,07;1,12;7;0,3;5;131;0,5;0,21;0,2;0,09;49,3;29;46;1,03;41,2;5,03;5;0,05;0,12;0,04;0,04;0,13;20,8;7;;0,19;2047;0,39;0,005;0,78;29,7;279;21,1;11,8;0,05;0,01;0,46;9,6;0,5;0,7;10,8;0,025;;0,07;5,4;0,13;;0,7;87;0,05;5,77;;91;4,3
190;SMP;IBX183;RB-0003;0,005;0,45;1;0,05;5;13;0,3;0,11;0,02;0,01;21,33;1,2;5;0,9;3,1;0,89;4,3;0,05;0,09;0,05;0,03;0,03;7,2;4;;0,03;38;0,62;0,005;3,41;1,9;62;15,6;11,1;0,05;0,005;0,025;0,8;0,5;1,4;2,5;0,025;;0,025;13,8;0,02;;0,77;8;0,1;8,53;;23;2,7
191;SMP;IBX184;RB-0004;0,02;1,05;0,5;0,05;5;80;0,7;0,06;0,06;0,04;56,83;9,2;44;1,22;9,8;2,37;4,8;0,05;0,025;0,02;0,02;0,27;33,3;9;;0,33;232;0,47;0,005;1,27;14,8;334;12,1;32;0,05;0,005;0,025;3;0,5;1;8,9;0,025;;0,11;9;0,08;;1,28;46;0,05;8,72;;46;0,25
192;SMP;IBX186;RB-0010;0,005;0,32;0,5;0,05;5;15;0,3;0,07;0,01;0,03;16,14;1,2;8;0,63;2,5;0,72;2,7;0,05;0,08;0,02;0,02;0,02;5,1;3;;0,05;39;0,53;0,005;2,57;3;105;10,8;5,5;0,05;0,005;0,025;0,7;0,5;1,2;2,3;0,025;;0,025;5,7;0,03;;0,39;11;0,05;5,02;;17;2,7
193;SMP;IBX187;RB-0040;0,005;0,96;0,5;0,05;5;84;0,5;0,07;0,03;0,01;27,88;8,2;13;1,1;10,8;1,85;3,9;0,05;0,025;0,005;0,01;0,31;14,2;10;;0,36;277;0,35;0,005;0,96;5,8;104;7,3;25,5;0,05;0,005;0,025;2,6;0,5;1;6,1;0,025;;0,025;4,7;0,08;;1,14;36;0,05;5,79;;34;0,25
194;SMP;IBX188;RB-0046;0,005;0,4;0,5;0,05;5;31;0,3;0,03;0,02;0,01;16,86;3,5;29;0,47;4,1;0,98;2,2;0,05;0,025;0,01;0,01;0,07;9,7;4;;0,12;75;0,17;0,005;1,46;9,7;76;7,3;9,1;0,05;0,005;0,025;1,1;0,5;0,8;3,1;0,025;;0,025;9,3;0,03;;0,6;14;0,05;4,69;;23;0,5
195;SMP;IBX189;RB-0048;0,005;0,6;0,5;0,05;5;42;0,3;0,1;0,01;0,02;22,59;3,8;16;1,04;5,5;1,22;2,5;0,05;0,025;0,02;0,01;0,14;12,7;7;;0,16;88;0,21;0,005;0,81;5,6;91;6,7;17,5;0,05;0,005;0,025;1,5;0,5;0,5;2,5;0,025;;0,025;8,7;0,04;;1,05;21;0,05;4,45;;24;0,5
196;SMP;IBX190;RB-0049;0,01;0,4;0,5;0,05;5;28;0,2;0,01;0,02;0,01;10,6;3,7;28;0,37;4,5;0,77;1,6;0,05;0,025;0,01;0,01;0,07;6,7;4;;0,17;71;0,1;0,005;0,41;11,8;78;4,9;7,7;0,05;0,005;0,025;1;0,5;0,4;3,5;0,025;;0,025;2,5;0,03;;0,49;12;0,05;2,28;;17;0,25
197;SMP;IBX191;RB-0053;0,02;0,65;0,5;0,05;5;61;0,5;0,06;0,04;0,02;25,91;6,4;17;0,68;7,6;1,69;2,9;0,05;0,025;0,01;0,01;0,17;11,9;5;;0,2;210;0,28;0,005;1,55;7,3;148;10,3;17,3;0,05;0,005;0,025;2,1;2;0,7;6,4;0,025;;0,05;10;0,06;;1,86;34;0,05;6,47;;28;0,25
198;SMP;IBX193;RB-0059;0,02;0,18;0,5;0,05;5;16;0,1;0,03;0,01;0,005;5,69;1,9;10;0,26;1,9;0,42;0,8;0,05;0,025;0,005;0,01;0,03;3,2;2;;0,05;64;0,07;0,005;0,44;3,1;53;3,5;3,6;0,05;0,005;0,025;0,5;0,5;0,4;1,8;0,025;;0,31;1,6;0,01;;0,62;6;0,05;1,46;;9;0,25
199;SMP;IBX194;RB-0076;0,02;0,26;0,5;0,05;5;36;0,2;0,03;0,01;0,06;12;5,2;15;0,42;5,4;0,88;1,4;0,05;0,025;0,005;0,01;0,04;6;3;;0,07;183;0,11;0,005;0,37;7,5;72;5,9;5,7;0,05;0,005;0,025;1;0,5;0,4;2,9;0,025;;0,26;2,1;0,03;;0,39;21;0,05;2,19;;19;0,25
200;SMP;IBX195;RB-0081;0,02;0,45;0,5;0,05;5;51;0,3;0,07;0,04;0,04;17,66;6;19;0,63;9,4;1,37;2,5;0,05;0,025;0,02;0,01;0,05;8,1;5;;0,11;147;0,21;0,005;0,78;9,5;178;10,1;7,9;0,05;0,005;0,025;1,7;0,5;0,8;5,9;0,025;;0,45;2,8;0,03;;0,63;28;0,05;3,99;;27;0,25
201;SMP;IBX196;RB-0089;0,02;0,36;1;0,05;5;83;0,2;0,04;0,04;0,01;16,63;5,5;27;0,42;5,5;1,01;1,8;0,05;0,025;0,03;0,01;0,05;8,5;4;;0,12;159;0,1;0,005;0,44;10,6;135;8,4;5,5;0,05;0,005;0,025;1,2;0,5;0,6;6,2;0,025;;0,025;2,2;0,03;;0,78;20;0,05;2,65;;18;0,25
202;SMP;IBX197;RB-0100;0,005;0,63;2;0,05;5;21;0,6;0,15;0,03;0,01;23,22;1;8;1,53;1,9;1,06;5,6;0,05;0,4;0,08;0,01;0,05;7,1;14;;0,03;94;0,61;0,005;7,04;2;93;13,5;21,7;0,05;0,005;0,05;0,9;0,5;2,5;4,1;0,025;;0,025;26,3;0,01;;2,1;13;0,3;17,93;;17;6,5
203;SMP;IBX198;RB-0113;0,02;0,37;0,5;0,05;5;17;0,5;0,09;0,02;0,01;11,67;0,9;5;1,21;3;0,55;2,9;0,05;0,55;0,06;0,01;0,04;3,4;13;;0,01;54;0,41;0,005;2,58;1,2;64;9,3;18,4;0,05;0,005;0,11;0,6;0,5;1,2;2,3;0,025;;0,025;28,9;0,01;;2,45;10;0,2;10,37;;10;8,8
204;SMP;IBX199;RB-0115;0,005;0,66;0,5;0,05;5;58;0,3;0,07;0,05;0,02;27,75;5,7;27;0,81;6,4;1,33;3;0,05;0,025;0,02;0,01;0,12;15;6;;0,18;214;0,21;0,005;1,27;10,5;206;8,3;16;0,05;0,005;0,025;1,7;0,5;0,9;7,6;0,025;;0,025;10,9;0,04;;1,24;23;0,05;6,13;;26;0,8
205;SMP;IBX200;RB-0118;0,01;0,35;0,5;0,05;5;40;0,2;0,06;0,03;0,02;18,37;7,6;18;0,39;7,5;1,09;1,7;0,05;0,025;0,02;0,01;0,04;8;4;;0,07;273;0,15;0,005;0,38;6,9;107;7,5;4,7;0,05;0,005;0,025;1,2;0,5;0,4;4,2;0,025;;0,025;5,1;0,02;;0,44;15;0,05;2,64;;20;0,25
206;SMP;IBX201;RB-0132;0,03;0,5;2;0,05;5;50;0,7;1,3;0,03;0,06;49,35;12,7;19;1,09;19,3;3,33;4,1;0,05;0,025;0,03;0,01;0,06;10;5;;0,06;588;0,12;0,005;0,54;8,6;301;11,9;7,2;0,05;0,005;0,1;2,1;0,5;0,5;3,8;0,025;;0,025;8;0,03;;0,55;28;0,05;4,77;;42;0,25
207;SMP;IBX202;RB-0149;0,02;0,67;2;0,05;5;67;0,5;0,22;0,04;0,04;39,34;7,5;21;1,45;11,3;2,21;3,3;0,05;0,025;0,03;0,01;0,09;18,3;9;;0,16;249;0,17;0,005;0,66;8,4;308;9,3;11,4;0,05;0,005;0,025;2;0,5;0,6;4,5;0,025;;0,025;6,5;0,04;;0,77;26;0,05;5,01;;48;0,25
208;SMP;IBX203;RB-0150;0,02;0,78;0,5;0,05;5;88;0,4;0,11;0,13;0,04;73,45;8,2;29;1,57;9,4;2,14;3,8;0,1;0,025;0,03;0,01;0,15;46;10;;0,32;287;0,41;0,005;0,87;9,8;466;8,2;19,4;0,05;0,005;0,025;2,4;2;1,1;11,9;0,025;;0,025;17,7;0,08;;1,46;45;0,05;6,53;;42;0,25
209;SMP;IBX204;RB-0156;0,02;1,28;0,5;0,05;5;154;0,7;0,17;0,1;0,05;37,44;11,7;38;3,43;19,2;3,32;5,2;0,1;0,025;0,02;0,02;0,4;19;23;;0,45;541;0,11;0,005;1,07;17,9;274;9,5;33,6;0,05;0,005;0,06;4,1;0,5;0,9;7,2;0,025;;0,025;6,7;0,12;;0,88;49;0,1;5,99;;68;0,25
210;SMP;IBX205;RB-0158;0,02;0,82;0,5;0,05;5;92;0,5;0,14;0,06;0,04;40,78;9,3;29;2,29;12,6;2,4;3,8;0,1;0,025;0,03;0,01;0,17;20,3;12;;0,24;573;0,17;0,005;0,89;10,7;275;9,2;25,3;0,05;0,005;0,025;2,7;0,5;0,7;7,3;0,025;;0,025;8,3;0,06;;1,51;34;0,05;5,53;;53;0,25
211;SMP;IBX206;RB-0160;0,02;1,12;0,5;0,05;5;137;0,8;0,19;0,11;0,07;35,64;11,2;34;2,76;18,5;3,27;4,9;0,1;0,025;0,02;0,01;0,3;17,4;19;;0,35;557;0,18;0,005;1,27;15,6;351;9,7;28;0,05;0,005;0,11;3,7;0,5;1;7,6;0,025;;0,025;5,7;0,1;;0,9;54;0,2;6,35;;65;0,25
